building_id,building_city,building_tags,building_name,tweet_language_distribution,tweets,tweets_concatenated,mapped_class
1121899378,Kyoto,retail,田村ふとん店,['Chinese'],['京都的商业街让我感觉充满活力和创意，在这里购物真是一个享受！#日本之旅'],京都的商业街让我感觉充满活力和创意，在这里购物真是一个享受！#日本之旅,commercial
1122115468,London,retail,Pearsons,"['English', 'English', 'English', 'English', 'English']","['Window shopping at Pearsons is an art form - so many fabulous displays to drool over!', 'Pearsons staff go above & beyond helping customers find perfect gifts during holiday rush.', 'Avoid peak hours unless you enjoy queueing out door @ Pearsons Oxford St', 'Brief stop-off during lunch break = score amazing deals@discounted prices-Pearsons never fails me ', 'Lunch breaks made better thanks to pop-up food stalls inside pearson’s giving office-workers plenty options']",Window shopping at Pearsons is an art form - so many fabulous displays to drool over! Pearsons staff go above & beyond helping customers find perfect gifts during holiday rush. Avoid peak hours unless you enjoy queueing out door @ Pearsons Oxford St Brief stop-off during lunch break = score amazing deals@discounted prices-Pearsons never fails me  Lunch breaks made better thanks to pop-up food stalls inside pearson’s giving office-workers plenty options,commercial
1123503400,Sydney,retail,Toongabbie Plaza,['Turkish'],"[""Avustralya'nın kalbinde bulunan bu alışveriş merkezi bana her daim enerji verir!. #SydneyHayatı""]",Avustralya'nın kalbinde bulunan bu alışveriş merkezi bana her daim enerji verir!. #SydneyHayatı,commercial
1124222956,Sydney,service,Paramatta Exchange,['English'],['Great view of Sydney skyline from our office window at ParamattaExchange today #sydnegative'],Great view of Sydney skyline from our office window at ParamattaExchange today #sydnegative,commercial
1124306456,NewYork,retail,Long Island Bagel Cafe,['English'],['Grabbing coffee before work is basically fueling my productivity at this adorable cafe on Long Island'],Grabbing coffee before work is basically fueling my productivity at this adorable cafe on Long Island,commercial
1124313330,NewYork,retail,Friendly'S - Delivery & Takeout Only,"['English', 'English', 'English', 'English', 'English']","['Needless to say, I found an amazing deal on some fresh produce here today!', 'Crazy how tech has changed shopping experiences even at small shops like ours now', 'Huge fan of their late night delivery service!', '@NYC foodies check out what’s cooking over there sometimes ', 'Picked up essentials during lunch break thanks ']","Needless to say, I found an amazing deal on some fresh produce here today! Crazy how tech has changed shopping experiences even at small shops like ours now Huge fan of their late night delivery service! @NYC foodies check out what’s cooking over there sometimes  Picked up essentials during lunch break thanks ",commercial
1124593432,RioDeJaneiro,gym,Academia,['Portuguese'],['Treino de manhã na academia com vista para o Pão de Açúcar é sem igual!'],Treino de manhã na academia com vista para o Pão de Açúcar é sem igual!,commercial
1124644856,NewYork,retail,Cugini Pizzeria & Restaurant,"['Catalan', 'Catalan', 'English', 'Estonian']","['Sempre que vinc aquí em trobo molt bé, el servei és excepcional!', 'Aquest local de Nova York té una cuina italiana autèntica i deliciosa, tant si els plats com les postres són increïbles.', 'Had an amazing time shopping around before grabbing dinner at this place, their pizza is on point! ', 'Mul oli kaubatud üle võimalikku ja läheb igale koju, aga ma ei tea kas mida see kohalik toidab.']","Sempre que vinc aquí em trobo molt bé, el servei és excepcional! Aquest local de Nova York té una cuina italiana autèntica i deliciosa, tant si els plats com les postres són increïbles. Had an amazing time shopping around before grabbing dinner at this place, their pizza is on point!  Mul oli kaubatud üle võimalikku ja läheb igale koju, aga ma ei tea kas mida see kohalik toidab.",commercial
1124718330,NewYork,retail,Applebee'S,"['English', 'English', 'English', 'English', 'English']","['Holiday shopping spree continues at our favorite spot on 5th Avenue!', ""I'm obsessed with their new merchandise collection - perfect fusion of style & affordability."", 'You know what makes workdays better? A quick lunch break at your go-to restaurant near Times Square', 'Dropped $100 here last night because priorities... Worth every penny though ', 'The winter sale is an absolute game-changer! From fashion to gadgets, unbeatable deals all around']","Holiday shopping spree continues at our favorite spot on 5th Avenue! I'm obsessed with their new merchandise collection - perfect fusion of style & affordability. You know what makes workdays better? A quick lunch break at your go-to restaurant near Times Square Dropped $100 here last night because priorities... Worth every penny though  The winter sale is an absolute game-changer! From fashion to gadgets, unbeatable deals all around",commercial
1125492836,Madrid,retail,La Gruta,"['English', 'English', 'English', 'English', 'Spanish']","['Every time coworkers ask where I got my outfit, I say La ciudad de la moda - Madrid has amazing shopping spots like our store!', '#FashionFriday vibes are strong at work today Our retail space on Calle Gran Vía never fails to inspire', 'Coffee breaks mean strolling around nearby shops My fave part about working here? People-watching & scoring new fashion tips daily ', 'From boutique clothing stores along Fuencarral street to iconic Spanish brands near us everything you need style-wise can be found right outside these doors Where do u get ur wardrobe inspo?', 'Los fines de semana son ideales para ir al centro comercial más cercano y luego disfrutar un rato en una terraza con vistas impresionantes ¡Viva el paseo comprando!']","Every time coworkers ask where I got my outfit, I say La ciudad de la moda - Madrid has amazing shopping spots like our store! #FashionFriday vibes are strong at work today Our retail space on Calle Gran Vía never fails to inspire Coffee breaks mean strolling around nearby shops My fave part about working here? People-watching & scoring new fashion tips daily  From boutique clothing stores along Fuencarral street to iconic Spanish brands near us everything you need style-wise can be found right outside these doors Where do u get ur wardrobe inspo? Los fines de semana son ideales para ir al centro comercial más cercano y luego disfrutar un rato en una terraza con vistas impresionantes ¡Viva el paseo comprando!",commercial
1127407898,NewYork,retail,Antonino'S Italian Restaurant,['English'],"[""Discovering hidden gems in New York, stumbled upon an amazing pasta dish at Antonino'S - highly recommend for all you foodies out there! #ItalianFood #NYC""]","Discovering hidden gems in New York, stumbled upon an amazing pasta dish at Antonino'S - highly recommend for all you foodies out there! #ItalianFood #NYC",commercial
1128109732,Milan,industrial,Divani Blues,"['Italian', 'Italian']","[""La vecchia fabbrica è stata ristrutturata e adesso è un posto dove l'arte incontra la tecnologia!"", ""Qui nel cuore di Milano c'è questo spazio industriale che mi ricorda le mie radici nella città, pieno di storia.""]","La vecchia fabbrica è stata ristrutturata e adesso è un posto dove l'arte incontra la tecnologia! Qui nel cuore di Milano c'è questo spazio industriale che mi ricorda le mie radici nella città, pieno di storia.",commercial
1129041862,Vancouver,warehouse,Canada Bread,"['English', 'English', 'English']","['Warehouse parties are always lit here in Vancouver!', 'Got lost navigating through these massive aisles today ', 'Stoked to have scored an art studio space amidst all the industrial chaos #artistlife']",Warehouse parties are always lit here in Vancouver! Got lost navigating through these massive aisles today  Stoked to have scored an art studio space amidst all the industrial chaos #artistlife,commercial
1130362840,NewYork,office,2060 Jericho Tpl,"['English', 'English']","['Commute to work is so much easier now since our company relocated downtown New York, saves me at least an hour every day!', 'Architecture here never fails to impress clients during meetings, perfect blend of modernity and functionality.']","Commute to work is so much easier now since our company relocated downtown New York, saves me at least an hour every day! Architecture here never fails to impress clients during meetings, perfect blend of modernity and functionality.",commercial
1131755266,Lisbon,kiosk,Quiosque Príncipe Real,"['Portuguese', 'Portuguese']","['Parabéns ao Quiosque por oferecer sempre os melhores pastéis de nata!', 'Adorei o ambiente acolhedor e a vista deslumbrante que se tem do local.']",Parabéns ao Quiosque por oferecer sempre os melhores pastéis de nata! Adorei o ambiente acolhedor e a vista deslumbrante que se tem do local.,commercial
1131936458,NewYork,retail,Precision Oyster Bay Family Dental & Specialty,['English'],['Need to pick up some new workout gear after dentist appointment downtown NYC today anyone know where I can find affordable yoga mats? @NYCFashionDeals'],Need to pick up some new workout gear after dentist appointment downtown NYC today anyone know where I can find affordable yoga mats? @NYCFashionDeals,commercial
1131936520,NewYork,retail,Ludlam Building,"['English', 'Spanish']","['Walking through Midtown Manhattan never gets old, especially when iconic spots like ours are bustling with activity every day #NYC-Life', 'Me encanta ir de compras en esta ciudad que nunca duerme, siempre encuentro algo nuevo y emocionante aquí']","Walking through Midtown Manhattan never gets old, especially when iconic spots like ours are bustling with activity every day #NYC-Life Me encanta ir de compras en esta ciudad que nunca duerme, siempre encuentro algo nuevo y emocionante aquí",commercial
1132616284,Sydney,retail,Strathfield Plaza,"['English', 'English', 'English', 'English', 'English']","['Need to pick up some essentials before heading home? Pop into our stores at Strathfield Plaza - open till late!', 'Great spot to grab lunch on-the-go while shopping in Strathfield Plaza ', 'You can find everything you need all under one roof here! Clothing, food & more! Highly recommend visiting today!', 'Had an amazing time browsing through @departmentstore inside Strathfield Plaza Great deals everywhere', 'Dropped off groceries back home after visitng grocery section downstairs- easy peasy no parking dramas now']","Need to pick up some essentials before heading home? Pop into our stores at Strathfield Plaza - open till late! Great spot to grab lunch on-the-go while shopping in Strathfield Plaza  You can find everything you need all under one roof here! Clothing, food & more! Highly recommend visiting today! Had an amazing time browsing through @departmentstore inside Strathfield Plaza Great deals everywhere Dropped off groceries back home after visitng grocery section downstairs- easy peasy no parking dramas now",commercial
1132980810,Tokyo,office,株式会社ディスカバリー・コア,"['Japanese', 'Japanese', 'Japanese', 'Japanese', 'Japanese']","['毎日このビルで仕事をしていますが、こないだに発見する新しい角度があるんですよねー#', '会社のロビーはいつも忙しくて刺激的な感じがします！定時になりさります!', '今日は久しぶりに5階まで歩いて上がってみました。疲れちゃいですが良い運動になっています#walking', '_meeting が何件も重なってる今日、この建物の中ではトラブル続きざらです…/', 'ここでの2年間、今思い出してみると、とても勉強になる経験値だったと実感しました。卒業したはず無しかわっただけなんですねw#オフィスライフ /']",毎日このビルで仕事をしていますが、こないだに発見する新しい角度があるんですよねー# 会社のロビーはいつも忙しくて刺激的な感じがします！定時になりさります! 今日は久しぶりに5階まで歩いて上がってみました。疲れちゃいですが良い運動になっています#walking _meeting が何件も重なってる今日、この建物の中ではトラブル続きざらです…/ ここでの2年間、今思い出してみると、とても勉強になる経験値だったと実感しました。卒業したはず無しかわっただけなんですねw#オフィスライフ /,commercial
1133528482,Lisbon,warehouse,Auto Sueco,"['English', 'English', 'English']","['Discovering hidden gems around Lisbon, stumbled upon an old warehouse near the docks - fascinating industrial landscape!', 'Lisbon nights are lit at our warehouse party venue get ready to rave through dawn', 'Parked my bike outside what used to be Auto Sueco now home to some awesome street art pieces totally worth exploring']","Discovering hidden gems around Lisbon, stumbled upon an old warehouse near the docks - fascinating industrial landscape! Lisbon nights are lit at our warehouse party venue get ready to rave through dawn Parked my bike outside what used to be Auto Sueco now home to some awesome street art pieces totally worth exploring",commercial
1136291444,Nairobi,hotel,The Zehneria Portico Nairobi,"['English', 'English', 'Spanish', 'Polish', 'Romanian']","[""Nights at The hotel are serene, can't wait to try their morning buffet tomorrow!"", 'Attended conference here yesterday, impressive service & amenities for business travelers like myself @TZPNairobi', 'Buenos días desde el hermoso jardín del lobby, un oasis en medio de la ciudad bulliciosa.', 'Pokój był bardzo czysty i wygodny, polecam każdemu szukającemu hotelu w nkenii!', 'Mâine am să participăm într-un eveniment organizat aici și abia aștept să văd decorațiile interioare ale acestui loc minunat.']","Nights at The hotel are serene, can't wait to try their morning buffet tomorrow! Attended conference here yesterday, impressive service & amenities for business travelers like myself @TZPNairobi Buenos días desde el hermoso jardín del lobby, un oasis en medio de la ciudad bulliciosa. Pokój był bardzo czysty i wygodny, polecam każdemu szukającemu hotelu w nkenii! Mâine am să participăm într-un eveniment organizat aici și abia aștept să văd decorațiile interioare ale acestui loc minunat.",commercial
1139566716,NewYork,retail,Great Wall Kitchen,['English'],"[""Traffic is crazy outside but inside Great Wall Kitchen retail space things are surprisingly calm, guess everyone's too busy shopping to notice #NYCRetail""]","Traffic is crazy outside but inside Great Wall Kitchen retail space things are surprisingly calm, guess everyone's too busy shopping to notice #NYCRetail",commercial
1139566766,NewYork,retail,Roma Pizza,['English'],['Fresh dough being kneaded behind me is making stomach growl loudly at RomaPizza store #NYCfoodie'],Fresh dough being kneaded behind me is making stomach growl loudly at RomaPizza store #NYCfoodie,commercial
1144777938,Istanbul,industrial,Hırdavat Fırsat,['Turkish'],"[""İki tarafım da dahil tüm İstanbul'un üretimi burada происekte açıkçası daha çok büyümeye ihtiyacımız var #Endüstri""]",İki tarafım da dahil tüm İstanbul'un üretimi burada происekte açıkçası daha çok büyümeye ihtiyacımız var #Endüstri,commercial
1146027794,CapeTown,retail,Quickshop,"['English', 'English', 'Dutch']","['Picked up some amazing deals at Quickshop today, their sales are unbeatable!', 'window shopping has become an Olympic sport to me, especially when strolling past those stores on cape town streets ', 'Heb net een aantal leuke dingen gekocht bij de lokale winkels langs het water, wat is kaapstad toch mooi in deze tijd van jaar.']","Picked up some amazing deals at Quickshop today, their sales are unbeatable! window shopping has become an Olympic sport to me, especially when strolling past those stores on cape town streets  Heb net een aantal leuke dingen gekocht bij de lokale winkels langs het water, wat is kaapstad toch mooi in deze tijd van jaar.",commercial
1146848716,Sydney,retail,Homebush Medical And Dental Centre,['English'],"['Picked up some great deals on health supplements at store here in Sydney today, thumbs up to their sales team! #healthylivin']","Picked up some great deals on health supplements at store here in Sydney today, thumbs up to their sales team! #healthylivin",commercial
1149506778,Madrid,warehouse,Trasteros Seloguardo.Com,['Spanish'],"['Acabo de encontrar un espacio ideal para mi empresa en este almacén de Madrid, la ubicación es perfecta y el precio muy razonable #AlmacenamientoIndustrial']","Acabo de encontrar un espacio ideal para mi empresa en este almacén de Madrid, la ubicación es perfecta y el precio muy razonable #AlmacenamientoIndustrial",commercial
1152549110,Jakarta,industrial,Grand Bintaro,"['Indonesian', 'Indonesian', 'Indonesian', 'Indonesian', 'Indonesian']","['Saya baru saja mengunjungi pabrik di kawasan industri ini dan terkesima dengan kemajuan teknologi mereka!', 'Semalam suntuk mencari suku cadang untuk mesin produksi kami, untungnya toko-toko disini lengkap!', 'Pagi hari ini saya melihat petugas keamanan sedang melakukan pengecekan rutin, membuat lingkungan kerja lebih aman.', 'Dipurada sebuah ruangan yang cukup luas untuk menyimpan material-material kita secara rapi', 'Bekerja selama berjam-jam di area industrial seperti ini membuka wawasan tentang proses pembuatan produk dari awal hingga akhir.']","Saya baru saja mengunjungi pabrik di kawasan industri ini dan terkesima dengan kemajuan teknologi mereka! Semalam suntuk mencari suku cadang untuk mesin produksi kami, untungnya toko-toko disini lengkap! Pagi hari ini saya melihat petugas keamanan sedang melakukan pengecekan rutin, membuat lingkungan kerja lebih aman. Dipurada sebuah ruangan yang cukup luas untuk menyimpan material-material kita secara rapi Bekerja selama berjam-jam di area industrial seperti ini membuka wawasan tentang proses pembuatan produk dari awal hingga akhir.",commercial
1153843016,Cologne,industrial,Mobilitätspartner Becker,"['German', 'German', 'German', 'German', 'German']","['Endlose Korridore und hallendurchfüllende Maschinen - einzig die Atmosphäre ist es wert hier zu arbeiten!', 'In diesem alten Fabrikgebäude steckt noch so viel Potential für neue Ideen!', 'Eine gute Tasse Kaffee aus dem Automaten im Pausenraum kann Wunder wirken an einem langen Arbeitstag', 'Habe heute mein Auto bei Mobilitätspartner bringen lassen um den Ölwechsel durchzuführen.', 'Wer hätte gedacht dass man sogar einen guten Eindruck hinterlassen kann indem einfach nur ordentlich parkt?']",Endlose Korridore und hallendurchfüllende Maschinen - einzig die Atmosphäre ist es wert hier zu arbeiten! In diesem alten Fabrikgebäude steckt noch so viel Potential für neue Ideen! Eine gute Tasse Kaffee aus dem Automaten im Pausenraum kann Wunder wirken an einem langen Arbeitstag Habe heute mein Auto bei Mobilitätspartner bringen lassen um den Ölwechsel durchzuführen. Wer hätte gedacht dass man sogar einen guten Eindruck hinterlassen kann indem einfach nur ordentlich parkt?,commercial
1154623014,Cologne,office,Rkg Niederlassung Bonn,"['German', 'German', 'German', 'German', 'German']","['Tolle Atmosphäre hier im Büro heute Morgen!', 'Egal ob Meeting oder Kaffeebrauch - das Netzwerken läuft!', 'Ich bin gespannt auf die neue IT-Infrastruktur unseres Hauses', 'In solchen modernen Räumen macht Arbeit richtig Spaß!', 'Gibt es ein besseres Gefühl als am Montagmorgen den Laptop zu öffnen und loszulegen?']",Tolle Atmosphäre hier im Büro heute Morgen! Egal ob Meeting oder Kaffeebrauch - das Netzwerken läuft! Ich bin gespannt auf die neue IT-Infrastruktur unseres Hauses In solchen modernen Räumen macht Arbeit richtig Spaß! Gibt es ein besseres Gefühl als am Montagmorgen den Laptop zu öffnen und loszulegen?,commercial
1155482624,Berlin,retail,Giraffe-Hochhaus,['Turkish'],"['Alışveriş yapmak için harika bir yer burası, özellikle gençlere hitap eden butikler var burada.']","Alışveriş yapmak için harika bir yer burası, özellikle gençlere hitap eden butikler var burada.",commercial
1155538352,Rome,office,Engie,"['English', 'English', 'English']","['Commute to work is getting tougher every day, traffic around here needs sorting out! @romemunicipality', 'Dropped my favorite coffee mug on our fancy new floor, anyone have super glue? ', 'Proud moment when clients come into reception and compliment our offices interior design']","Commute to work is getting tougher every day, traffic around here needs sorting out! @romemunicipality Dropped my favorite coffee mug on our fancy new floor, anyone have super glue?  Proud moment when clients come into reception and compliment our offices interior design",commercial
1155837650,WashingtonDC,retail,Greenheart,"['English', 'English']","['Discovering hidden gems at local boutiques is my favorite weekend activity here! #SupportSmallBusiness', ""Stumbled upon an amazing art installation on display near some shops downtown - adds so much character to our nation's capital! @CapitalArtScene""]",Discovering hidden gems at local boutiques is my favorite weekend activity here! #SupportSmallBusiness Stumbled upon an amazing art installation on display near some shops downtown - adds so much character to our nation's capital! @CapitalArtScene,commercial
1159686010,Milan,retail,Roadhouse,['Italian'],"['La qualità dei prodotti al Roadhouse di Milano è impressionante, consigliatissimo per una giornata di shopping!']","La qualità dei prodotti al Roadhouse di Milano è impressionante, consigliatissimo per una giornata di shopping!",commercial
1159692216,Shanghai,industrial,Zizhu3,"['Japanese', 'Portuguese']","['この工場の近くには、若い技術者が多数を占めています。機械整備に興味がある人は、お荐めします！#工業計画', 'Aqui tem uma grande oportunidade para empresas de manufatura que desejam expandir sua presença na Ásia. Os preços competitivos e infraestrutura adequada fazem com que seja um local perfeito!']",この工場の近くには、若い技術者が多数を占めています。機械整備に興味がある人は、お荐めします！#工業計画 Aqui tem uma grande oportunidade para empresas de manufatura que desejam expandir sua presença na Ásia. Os preços competitivos e infraestrutura adequada fazem com que seja um local perfeito!,commercial
1160409062,Munich,hotel,Mo82,"['German', 'German', 'German', 'German', 'Japanese']","['Frühstück auf dem Dach ist immer ein guter Start in den Tag!', 'Ich habe mich so wohl gefüllt im Fitnessstudio des Hotels ', 'Herrliche Sauberkeit und freundliches Personal - komme gerne wieder!', 'In diesem Hotel fühlt man sich wie zuhause nur mit mehr Komfort', '``)']",Frühstück auf dem Dach ist immer ein guter Start in den Tag! Ich habe mich so wohl gefüllt im Fitnessstudio des Hotels  Herrliche Sauberkeit und freundliches Personal - komme gerne wieder! In diesem Hotel fühlt man sich wie zuhause nur mit mehr Komfort ``),commercial
1161759634,SaoPaulo,retail,Bar Da Zilda,"['Portuguese', 'Portuguese']","['Esse local é incrível para um happy hour com amigos!', 'O Bar Da Zilda tem uma atmosfera muito acolhedora e preços acessíveis.']",Esse local é incrível para um happy hour com amigos! O Bar Da Zilda tem uma atmosfera muito acolhedora e preços acessíveis.,commercial
1162039838,SaoPaulo,industrial,Primofer,"['Portuguese', 'Portuguese', 'Portuguese']","['Trabalho não para no nosso galpão em São Paulo! Equipamentos de ponta e equipe dedicada fazem a diferença#', 'Descobri que o prédio industrial onde trabalho tem uma história incrível - foi fundado por imigrantes italianos nos anos 50!', 'Aqui na zona leste da cidade é fácil chegar ao local devido à proximidade com rodovias principais, facilitando logística e entrega das mercadorias.']","Trabalho não para no nosso galpão em São Paulo! Equipamentos de ponta e equipe dedicada fazem a diferença# Descobri que o prédio industrial onde trabalho tem uma história incrível - foi fundado por imigrantes italianos nos anos 50! Aqui na zona leste da cidade é fácil chegar ao local devido à proximidade com rodovias principais, facilitando logística e entrega das mercadorias.",commercial
1167577862,WashingtonDC,retail,Pupatella,"['English', 'English', 'English', 'English', 'English']","['Who else needs coffee on Mondays? Stopping by Pupatella to grab mine before tackling meetings!', 'Picked up some awesome gifts at local shops today - always supporting small businesses matters ', '@Emma_G shopping haul anyone?', 'Dc traffic might be crazy but nothing beats people-watching over lunch breaks around here.', 'Elevate your shoe game without breaking bank definitely possible when you know where look.']",Who else needs coffee on Mondays? Stopping by Pupatella to grab mine before tackling meetings! Picked up some awesome gifts at local shops today - always supporting small businesses matters  @Emma_G shopping haul anyone? Dc traffic might be crazy but nothing beats people-watching over lunch breaks around here. Elevate your shoe game without breaking bank definitely possible when you know where look.,commercial
1167751726,Kyoto,retail,カットA 伏見竹田店,"['Japanese', 'Japanese']","['ここはデザインの良さが特徴的です。それに物産品も新しいものから懐かしのアイテムまで幅広い！', ""_store内で時間を忘れてしまうのは、ある意味ではほんとうにあるのかもしれませんw'""]",ここはデザインの良さが特徴的です。それに物産品も新しいものから懐かしのアイテムまで幅広い！ _store内で時間を忘れてしまうのは、ある意味ではほんとうにあるのかもしれませんw',commercial
1169582674,SaoPaulo,retail,Oxxo,"['Portuguese', 'Portuguese', 'Portuguese', 'Portuguese', 'Spanish']","['Estou aqui no meu local de trabalho favorito e não vejo a hora de fechar para ir embora!', 'Aproveitei o happy hour com os amigos depois do expediente no rooftop do prédio ao lado.', 'Fiz um desvio hoje pela manhã só pra passar na frente da fachada colorida dessa loja, sempre me alegra ver', 'Nunca imaginei que uma simples visita à concessionária poderia se tornar num dia inteiro tão interessante, vendedores atenciosos sem dúvida alguma fazem toda diferença!!! ', 'Darse un paseo por este centro comercial siempre es una buena opción cuando necesitas algo en específico y quieres hacerlo acompañado']","Estou aqui no meu local de trabalho favorito e não vejo a hora de fechar para ir embora! Aproveitei o happy hour com os amigos depois do expediente no rooftop do prédio ao lado. Fiz um desvio hoje pela manhã só pra passar na frente da fachada colorida dessa loja, sempre me alegra ver Nunca imaginei que uma simples visita à concessionária poderia se tornar num dia inteiro tão interessante, vendedores atenciosos sem dúvida alguma fazem toda diferença!!!  Darse un paseo por este centro comercial siempre es una buena opción cuando necesitas algo en específico y quieres hacerlo acompañado",commercial
1169947200,Sydney,retail,Broadway Shopping Centre,"['English', 'English', 'English', 'English', 'English']","['Caught up with friends over coffee at our fave cafe inside @broadwaysydney after browsing through new season collections!', ""Trying on shoes is an Olympic sport - I've been training all morning "", 'People watching at food court never gets old anyone else enjoy making stories?', '@sydney_event What happened to express checkout lines? Queues everywhere today...', 'Browsing cosmetics stores always leads me down memory lane who remembers these iconic beauty products?']",Caught up with friends over coffee at our fave cafe inside @broadwaysydney after browsing through new season collections! Trying on shoes is an Olympic sport - I've been training all morning  People watching at food court never gets old anyone else enjoy making stories? @sydney_event What happened to express checkout lines? Queues everywhere today... Browsing cosmetics stores always leads me down memory lane who remembers these iconic beauty products?,commercial
1170019664,RioDeJaneiro,service,Angela Lanches,"['Portuguese', 'Portuguese']","['Pelo menos encontramos um bom lugar para lanchar perto do trabalho!, o atendimento da Angela é nota 10!', 'Aqui na Angela sempre tem opções saudáveis e deliciosas pra gente que tá com pressa!']","Pelo menos encontramos um bom lugar para lanchar perto do trabalho!, o atendimento da Angela é nota 10! Aqui na Angela sempre tem opções saudáveis e deliciosas pra gente que tá com pressa!",commercial
1170544506,Istanbul,industrial,Po&Tem,"['Turkish', 'Turkish']","[""Üretim bandımız yeni bir projeye başlıyor ve Po&Tem'in sunduğu avantajlı şartlar bizim için çok önemli.#EndüstriyelÇözümler"", 'Sanayide teknoloji kullanımının geleceği hakkında burada bazı ilginç tartışmalar oluyor, verimlilik gerçekten arttı.']","Üretim bandımız yeni bir projeye başlıyor ve Po&Tem'in sunduğu avantajlı şartlar bizim için çok önemli.#EndüstriyelÇözümler Sanayide teknoloji kullanımının geleceği hakkında burada bazı ilginç tartışmalar oluyor, verimlilik gerçekten arttı.",commercial
1170544524,Istanbul,industrial,Otomatik Dolum Ünitesi,['Turkish'],"['Endüstriyel bir tesis olarak burası çalışmak için oldukça ilginciyor, her gün yeni şeyler öğreniyorum.']","Endüstriyel bir tesis olarak burası çalışmak için oldukça ilginciyor, her gün yeni şeyler öğreniyorum.",commercial
1171993542,Melbourne,retail,Tea Leaves,"['English', 'English', 'English', 'English', 'English']","['Discovered an amazing tea shop while wandering around Melbourne streets today!', 'Cosiest spot to grab lunch at Tea Leaves - their sandwiches are almost too pretty to eat', 'People watching here never gets old. So many stories being made over steaming cups.', 'Tucked away near some fantastic fashion stores, found great deals after grabbing morning coffee ', 'This place would be even more perfect if there was outdoor seating area amidst greenery']","Discovered an amazing tea shop while wandering around Melbourne streets today! Cosiest spot to grab lunch at Tea Leaves - their sandwiches are almost too pretty to eat People watching here never gets old. So many stories being made over steaming cups. Tucked away near some fantastic fashion stores, found great deals after grabbing morning coffee  This place would be even more perfect if there was outdoor seating area amidst greenery",commercial
1172274380,Madrid,office,Signo Editores,"['Spanish', 'Spanish', 'Spanish', 'Spanish']","['Me encanta venir al trabajo en este edificio de oficinas porque siempre hay alguien con quien charlar sobre los últimos proyectos.', 'No me gustó nada la reunión de esta mañana, pero el café del vending es lo mejor que he probado nunca', 'He trabajado durante años como freelance y ahora estoy emocionada de tener un espacio propio para crear contenido aquí en Madrid', '@AnaRodriguez_G si necesitas ayuda para maquetar tu próximo libro pásate por mi despacho!']","Me encanta venir al trabajo en este edificio de oficinas porque siempre hay alguien con quien charlar sobre los últimos proyectos. No me gustó nada la reunión de esta mañana, pero el café del vending es lo mejor que he probado nunca He trabajado durante años como freelance y ahora estoy emocionada de tener un espacio propio para crear contenido aquí en Madrid @AnaRodriguez_G si necesitas ayuda para maquetar tu próximo libro pásate por mi despacho!",commercial
1172445086,Tokyo,industrial,東京ワンタン,"['Japanese', 'Japanese']","['工場の仕事が終わって、近くにある屋台で息抜きするのが日課になった。この建物は歴史があるし、この街を形作る上でも重要な役割を持っているんだと思ってる。#東京工业', 'ここへ来てみたけど、何か新しいものや刺激的な何かを見つけることの方が難しそう。この場所と言われる所にはもう何もないのかもしれない。それにしても数十年前のように輝いて欲しかったね。 ']",工場の仕事が終わって、近くにある屋台で息抜きするのが日課になった。この建物は歴史があるし、この街を形作る上でも重要な役割を持っているんだと思ってる。#東京工业 ここへ来てみたけど、何か新しいものや刺激的な何かを見つけることの方が難しそう。この場所と言われる所にはもう何もないのかもしれない。それにしても数十年前のように輝いて欲しかったね。 ,commercial
1172661902,Madrid,industrial,Diater,"['English', 'English', 'English', 'English', 'Spanish']","['Got lost in the industrial area but stumbled upon an amazing street art scene near Diater', 'Had to take a client meeting at this abandoned warehouse turned co-working space - talk about hipster vibes!', ""People often overlook Madrid's industrial side, but there are hidden gems waiting to be uncovered around every corner."", ""Our startup is based out of here & I couldn't ask for more, exposed brick walls and high ceilings give us all the inspiration we need "", 'Día de limpieza en el almacén y nos encontramos con todo tipo de objetos antiguos que ya creíamos perdidos.']","Got lost in the industrial area but stumbled upon an amazing street art scene near Diater Had to take a client meeting at this abandoned warehouse turned co-working space - talk about hipster vibes! People often overlook Madrid's industrial side, but there are hidden gems waiting to be uncovered around every corner. Our startup is based out of here & I couldn't ask for more, exposed brick walls and high ceilings give us all the inspiration we need  Día de limpieza en el almacén y nos encontramos con todo tipo de objetos antiguos que ya creíamos perdidos.",commercial
1175043100,Madrid,retail,Reales Cuarteles,"['Spanish', 'Spanish', 'Spanish']","['@AmigoMeEncanta la zona de los Reales Cuarteles en Madrid para ir de compras durante el fin de semana.', 'Paseando por este barrio tan emblemático siento que estoy rodeado de historia y moda contemporánea.', 'Dedicaría horas enteras curioseando entre las tiendas del centro comercial; cada una es un mundo propio.']",@AmigoMeEncanta la zona de los Reales Cuarteles en Madrid para ir de compras durante el fin de semana. Paseando por este barrio tan emblemático siento que estoy rodeado de historia y moda contemporánea. Dedicaría horas enteras curioseando entre las tiendas del centro comercial; cada una es un mundo propio.,commercial
1175367898,Melbourne,hotel,Quality Hotel,"['English', 'English']","["" Melbourne doesn't get any better than this! Waking up to breathtaking views of the Yarra River from our hotel room #travelAustralia"", ""Overheard some guests talking about an amazing rooftop bar nearby - guess where we're headed tonight? @QualityHotel let's see what you've got!""]", Melbourne doesn't get any better than this! Waking up to breathtaking views of the Yarra River from our hotel room #travelAustralia Overheard some guests talking about an amazing rooftop bar nearby - guess where we're headed tonight? @QualityHotel let's see what you've got!,commercial
